image_id,lat,lon,streetlights,graffiti,building_maintenance,public_transit_stops,pavement_presence,pavement_width,pavement_continuity,safe_walk_alt,pavement_trip_minor,pavement_trip_major,ped_crossing,walk_signal,bike_path,public_park,buffer_presence,buffer_width,buffer_majority,benches,curb_ramp,segment_type,tree_overhead,GEOID
4281,38.61968,-90.25176,No,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,Yes,Residential,low,29510118100
4282,38.62106,-90.25179,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,low,29510118100
4283,38.62196,-90.25182,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Commercial,high,29510118100
4284,38.62356,-90.25177,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,low,29510118100
4285,38.62505,-90.25172,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510118100
4286,38.62634,-90.25187,Some,No,2,0,Yes,2,No,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,high,29510118100
4287,38.62769,-90.25175,Ample,No,2,0,Yes,2,Yes,Yes,1,0,Yes,Yes,1,No,Yes,2,No,No,No,Commercial,low,29510118600
4288,38.62901,-90.25172,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,low,29510118600
4289,38.63028,-90.25178,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510118600
428,38.57515,-90.30159,Ample,No,2,0,No,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510102200
4290,38.6319,-90.2517,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,low,29510118600
4291,38.63278,-90.25186,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,INVALID,29510118600
4292,38.63423,-90.25185,Ample,No,2,1,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510118600
4293,38.63538,-90.25194,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,No,1,No,Yes,2,No,No,No,Commercial,high,29510118600
4294,38.63712,-90.25188,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,Yes,1,No,Yes,2,No,No,No,Commercial,INVALID,29510119101
4295,38.63837,-90.25147,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,INVALID,29510119101
4296,38.63968,-90.25182,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,medium,29510119101
4297,38.64119,-90.2518,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510119102
4298,38.64268,-90.25166,Ample,No,2,0,No,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510119102
4299,38.64356,-90.25186,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,Yes,Residential,high,29510119102
429,38.57641,-90.30166,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510102200
42,38.60071,-90.31545,Ample,No,0,0,Yes,2,Yes,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Commercial,low,29510126800
4300,38.64504,-90.25189,Some,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510119200
4301,38.64673,-90.2517,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,low,29510119200
4302,38.6477,-90.25143,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510119200
4303,38.64945,-90.25168,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510119200
4304,38.65068,-90.25165,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510111100
4305,38.65167,-90.25192,Some,No,0,1,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,low,29510111100
4306,38.65333,-90.2517,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510112300
4307,38.6547,-90.25176,Some,No,2,0,Yes,2,No,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510112300
4308,38.65594,-90.2518,Some,No,2,0,Yes,2,No,Yes,0,0,No,No,2,No,Yes,2,No,Yes,No,Residential,high,29510112300
4309,38.65732,-90.25183,Some,No,0,0,Yes,2,No,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,high,29510111200
430,38.57794,-90.30112,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510102200
4310,38.65853,-90.25188,Ample,No,0,0,Yes,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510111200
4311,38.66001,-90.25173,Ample,No,0,0,Yes,2,No,Yes,0,0,No,No,2,No,Yes,2,No,No,No,Residential,medium,29510111200
4312,38.66133,-90.25167,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,2,Yes,Yes,2,No,No,No,Residential,high,29510111200
4313,38.66271,-90.25174,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106700
4314,38.6642,-90.25165,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106700
4315,38.66543,-90.2517,Some,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,low,29510106700
4316,38.66687,-90.25167,Some,Yes,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,Yes,Residential,high,29510106700
4317,38.668,-90.25179,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106700
4318,38.66934,-90.25187,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,INVALID,29510106700
4319,38.67075,-90.25166,Some,No,0,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106700
431,38.57916,-90.3016,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510102200
4320,38.67216,-90.25171,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106700
4321,38.67335,-90.25141,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106700
4322,38.67452,-90.25196,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106700
4323,38.67618,-90.2518,Ample,No,2,1,Yes,2,Yes,Yes,1,1,Yes,Yes,1,No,Yes,2,No,No,No,Commercial,high,29510106400
4324,38.67769,-90.2517,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,Yes,No,Commercial,high,29510126900
4325,38.67813,-90.25271,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Commercial,low,29510126900
4326,38.68049,-90.25155,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,Yes,1,No,Yes,2,No,No,No,Commercial,INVALID,29510126900
4327,38.68204,-90.25171,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,low,29510126900
4328,38.6833,-90.25155,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,INVALID,29510126900
4329,38.68431,-90.25192,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,low,29510126900
432,38.58072,-90.30215,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510102200
4330,38.68533,-90.2512,Ample,No,2,0,Yes,2,No,Yes,1,0,No,No,2,No,Yes,2,No,No,No,Commercial,INVALID,29510126900
4331,38.68714,-90.25229,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Commercial,INVALID,29510126900
4332,38.68829,-90.25186,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,medium,29510126900
4333,38.68968,-90.25176,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510107500
4334,38.69103,-90.2518,Ample,No,0,0,Yes,2,No,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,medium,29510107500
4335,38.69234,-90.25185,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,Yes,Residential,high,29510107400
4336,38.6937,-90.25172,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,No,1,No,Yes,2,No,No,No,Residential,high,29510107400
4337,38.69507,-90.2518,Ample,No,0,0,Yes,2,No,Yes,1,0,No,No,2,No,Yes,2,No,No,No,Residential,high,29510107400
4338,38.69624,-90.25164,Ample,No,0,0,Yes,2,No,Yes,0,0,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510107400
4339,38.69781,-90.25173,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510107400
433,38.58192,-90.30147,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,medium,29510102200
4340,38.69909,-90.25173,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510107200
4341,38.7003,-90.25164,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510107200
4342,38.70183,-90.25159,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,Yes,Residential,INVALID,29510107200
4343,38.70317,-90.25183,Some,No,0,0,Yes,2,No,Yes,1,1,No,No,1,No,No,2,No,No,No,Residential,high,29510107200
4344,38.70446,-90.25182,Ample,Yes,2,0,Yes,2,Yes,Yes,1,1,Yes,No,1,Yes,Yes,2,No,No,Yes,Residential,high,29510107300
4345,38.706,-90.25169,Ample,No,2,0,Yes,2,No,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510107300
4346,38.70719,-90.25183,Ample,No,2,0,Yes,2,No,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510107300
4347,38.70839,-90.2515,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510107300
4348,38.70976,-90.25207,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510107300
4349,38.71168,-90.25138,Some,No,2,0,Yes,2,No,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,low,29510107300
434,38.58225,-90.30176,Ample,No,2,0,Yes,2,Yes,Yes,1,0,Yes,No,1,Yes,Yes,2,No,No,No,Residential,medium,29510114102
4350,38.71252,-90.25183,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,medium,29510107300
4351,38.71401,-90.25195,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510107300
4352,38.71545,-90.25169,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510108100
4353,38.71647,-90.25151,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510108100
4354,38.71784,-90.25149,No,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510108100
435,38.58427,-90.30135,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,Yes,No,Residential,medium,29510114102
4362,38.55256,-90.2504,Ample,No,0,0,Yes,2,Yes,Yes,1,1,Yes,No,1,No,Yes,2,No,No,No,Commercial,high,29510101800
4363,38.55375,-90.25026,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,No,1,No,Yes,2,No,No,No,Commercial,low,29510101800
4364,38.55482,-90.25041,Ample,No,2,0,Yes,2,No,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101800
4365,38.55689,-90.25036,No,No,2,0,Yes,2,Yes,Yes,1,0,No,No,2,No,Yes,2,No,No,No,Residential,high,29510101800
4366,38.55765,-90.25052,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101800
4367,38.55904,-90.25064,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,INVALID,29510101800
4368,38.56027,-90.25039,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101400
4369,38.5616,-90.25042,Ample,No,0,0,No,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101400
4370,38.56285,-90.25056,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510101400
4371,38.564,-90.25068,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510101400
4372,38.56555,-90.25056,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510101400
4373,38.56704,-90.25042,Some,No,2,0,Yes,2,No,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,INVALID,29510115500
4374,38.56835,-90.25053,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510115500
4375,38.5697,-90.25036,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510115500
4376,38.57114,-90.25067,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510115500
4377,38.5724,-90.25037,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510115500
4378,38.57362,-90.25012,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,2,Yes,Yes,2,No,No,No,Residential,medium,29510115300
4379,38.57534,-90.25031,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,Yes,Yes,2,No,No,No,Residential,high,29510115300
437,38.58768,-90.30159,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510114102
4380,38.57661,-90.25066,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510115300
4381,38.57781,-90.2504,Ample,No,2,0,Yes,2,No,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510115300
4382,38.57926,-90.25069,No,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,INVALID,29510115300
4383,38.5805,-90.2504,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510115300
4384,38.58198,-90.25067,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,medium,29510115300
4385,38.58318,-90.25046,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510115300
4386,38.58457,-90.2504,Some,No,2,0,Yes,2,No,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510115700
4387,38.58583,-90.25045,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510116302
4388,38.58691,-90.25055,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510116302
4389,38.58848,-90.25052,Some,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510116302
438,38.58866,-90.30158,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510114102
4390,38.58993,-90.25054,Some,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510116302
4391,38.59127,-90.25032,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,Yes,1,No,Yes,2,No,No,No,Residential,high,29510116302
4392,38.5926,-90.25043,Ample,No,2,0,No,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,INVALID,29510116302
4393,38.59408,-90.25065,Ample,No,0,0,No,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510116302
4394,38.59536,-90.25083,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,Yes,1,No,Yes,2,No,No,No,Residential,medium,29510116100
4395,38.59675,-90.25038,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,No,1,No,Yes,2,No,No,No,Residential,medium,29510116301
4396,38.59802,-90.2504,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,No,1,No,Yes,2,No,No,Yes,Residential,low,29510116200
4397,38.59927,-90.25067,Ample,No,2,0,No,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510116200
4398,38.6006,-90.25047,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510116200
4399,38.60153,-90.25081,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510116200
439,38.59005,-90.30157,Some,No,2,0,Yes,2,Yes,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510114102
43,38.60209,-90.31526,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,high,29510126800
4400,38.6036,-90.25045,Ample,No,0,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510116200
4402,38.60583,-90.25045,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,Yes,Yes,2,No,No,No,Residential,high,29510116200
4404,38.60882,-90.25045,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510117200
4405,38.61007,-90.25048,Ample,No,2,0,Yes,2,Yes,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510117200
4406,38.61141,-90.25049,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510117200
4407,38.61274,-90.2505,No,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510117200
4408,38.61399,-90.2505,Ample,No,2,0,Yes,2,Yes,Yes,0,0,No,No,2,No,Yes,2,No,No,No,Residential,high,29510117200
4409,38.61555,-90.25069,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,No,1,No,Yes,2,No,No,No,Residential,high,29510117200
440,38.59144,-90.30168,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510114102
4410,38.61689,-90.25049,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510117200
4411,38.61818,-90.25048,Ample,No,0,0,Yes,2,No,Yes,1,1,Yes,No,1,No,Yes,2,No,No,No,Residential,high,29510117200
4412,38.61956,-90.25039,Some,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,INVALID,29510118100
4413,38.62094,-90.25042,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,low,29510118100
4414,38.62185,-90.25056,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510118100
4415,38.62401,-90.25066,Some,No,0,0,Yes,2,No,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Commercial,low,29510118100
4416,38.62507,-90.25029,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,low,29510118100
4417,38.62644,-90.25052,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,INVALID,29510118100
4418,38.62786,-90.25053,Ample,Yes,2,0,Yes,2,Yes,Yes,1,0,Yes,Yes,1,No,Yes,2,No,No,No,Commercial,low,29510118600
4419,38.62883,-90.25051,Ample,No,2,0,No,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,low,29510118600
441,38.59257,-90.30159,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,No,1,No,Yes,2,No,No,No,Commercial,medium,29510114102
4420,38.63041,-90.25047,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,2,No,Yes,2,No,No,No,Residential,high,29510118600
4421,38.63166,-90.2506,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510118600
4422,38.6325,-90.25033,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,medium,29510118600
4423,38.63405,-90.25061,No,No,2,0,No,2,No,Yes,0,0,No,No,1,No,No,2,No,Yes,No,Commercial,low,29510118600
4424,38.6364,-90.25039,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510118600
4425,38.63659,-90.25042,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Commercial,high,29510118600
4426,38.63864,-90.25042,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510119101
4427,38.64012,-90.25038,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,low,29510119102
4428,38.64114,-90.25053,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,Yes,1,No,Yes,2,No,No,No,Commercial,high,29510119102
4429,38.64245,-90.25052,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510119102
442,38.59399,-90.30154,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Residential,medium,29510114102
4430,38.6438,-90.25043,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510119200
4431,38.64504,-90.25059,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510119200
4432,38.64672,-90.25028,Some,No,0,0,Yes,2,Yes,Yes,1,0,No,No,2,No,Yes,2,No,No,No,Residential,high,29510119200
4433,38.64774,-90.25052,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,Yes,Residential,medium,29510119200
4434,38.64921,-90.25034,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510119200
4435,38.65024,-90.25065,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510111100
4436,38.65171,-90.25061,No,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510111100
4437,38.65359,-90.25071,Ample,No,2,0,Yes,2,Yes,Yes,1,1,Yes,No,1,Yes,Yes,2,No,No,Yes,Commercial,high,29510111200
4438,38.65465,-90.25039,Ample,No,0,0,Yes,2,Yes,Yes,1,1,Yes,No,1,Yes,Yes,2,No,No,No,Residential,medium,29510112300
4439,38.65603,-90.25042,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510111200
443,38.59535,-90.30164,Ample,No,2,0,No,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510103800
4440,38.65732,-90.25037,Some,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510111200
4441,38.65882,-90.25035,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,medium,29510111200
4442,38.65992,-90.25047,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510111200
4443,38.66133,-90.25037,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510111200
4444,38.66279,-90.25063,Ample,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510111200
4445,38.66403,-90.25045,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510111200
4446,38.66541,-90.25048,Some,No,2,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106700
4447,38.66683,-90.25035,Some,No,0,0,Yes,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106700
4448,38.668,-90.25056,Some,No,0,0,Yes,2,No,Yes,0,0,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106700
4449,38.66924,-90.25053,Some,No,0,0,Yes,2,No,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106700
444,38.59673,-90.30167,Ample,No,2,0,Yes,2,Yes,Yes,1,0,No,No,1,No,Yes,2,No,No,No,Residential,high,29510103800
4450,38.67091,-90.25034,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,medium,29510106700
4451,38.67217,-90.25035,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,Yes,Yes,2,No,No,No,Residential,medium,29510106700
4452,38.67349,-90.25039,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,2,Yes,Yes,2,No,No,No,Residential,medium,29510106700
4453,38.67474,-90.25053,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Residential,high,29510106700
4454,38.67584,-90.25064,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,Yes,1,No,Yes,2,No,No,Yes,Commercial,high,29510126900
4455,38.67766,-90.25071,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Commercial,medium,29510126900
4456,38.67882,-90.25027,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,Yes,Residential,medium,29510126900
4457,38.68005,-90.25053,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,medium,29510126900
4458,38.68151,-90.25049,Ample,No,2,0,Yes,2,Yes,Yes,1,1,No,No,1,No,Yes,2,No,No,No,Commercial,INVALID,29510126900
4459,38.68281,-90.25044,Ample,No,0,0,Yes,2,Yes,Yes,1,1,No,No,1,Yes,Yes,2,No,No,No,Commercial,high,29510126900
